"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000224116",46.3046823531504,-1.21754321843137,0.369268940244991,-3.29717202216789,0.0009766366483622,0.0264351187604534
"ENSG00000261115",189.239709058527,-5.57733769756321,1.1518781068693,-4.84195130049127,1.28570278395988e-06,0.000348966802993741
"ENSG00000033100",558.605919166984,-1.0874343142056,0.277362676847374,-3.92062236551024,8.83205747102759e-05,0.00635538423880316
"ENSG00000086289",632.540827739758,-1.20514003306681,0.40266566346879,-2.99290488959265,0.00276335851449653,0.0468771048001927
"ENSG00000157680",197.782207971569,-1.48422962159975,0.423901643708813,-3.50135377776289,0.000462900910929194,0.0172794103923025
"ENSG00000286458",326.056553522756,-1.09473467428554,0.290765275116398,-3.76501173961472,0.000166541257424916,0.00961402908067489
"ENSG00000234520",12.2062590378195,-2.71765939024686,0.717239502738509,-3.78905425575488,0.000151221887360173,0.00896380773697028
"ENSG00000175600",64.7267338110769,-1.50714855227047,0.448741343355464,-3.35861309546558,0.000783346596101724,0.0237165463567314
"ENSG00000186480",268.428306541704,-1.30638549601725,0.340276286945377,-3.83919052292632,0.000123440616486959,0.00788934087267044
"ENSG00000146674",3843.46045172457,-2.62813370489812,0.571513609115092,-4.59854964603102,4.25442338844907e-06,0.000843848515931994
"ENSG00000106537",373.031111562958,-1.47054015324319,0.408238080360584,-3.60216311017412,0.000315580240304874,0.014257612031067
"ENSG00000122641",10908.0081147211,-1.44433496273652,0.21982014721569,-6.57053041329884,5.01363419301115e-11,1.55131869200151e-07
"ENSG00000106366",50650.7080649675,-1.27529638045732,0.254305489680874,-5.01482049033893,5.30830017921859e-07,0.000186647072892479
"ENSG00000172331",304.541062955916,-1.10287049622645,0.329515215665346,-3.346948619655,0.000817063530383324,0.0243107255010082
"ENSG00000105967",30.41605081708,-4.33534742772773,1.07968016359362,-4.01539972105991,5.93451279994907e-05,0.00504466195208857
"ENSG00000091129",1364.50827439337,-2.89384838979126,0.924064493787193,-3.13165196720316,0.00173825799577041,0.0360721895052744
"ENSG00000136235",749.954701855654,-1.97887041681506,0.500690568532505,-3.95228219020585,7.74093781124291e-05,0.00588160062571432
"ENSG00000164603",119.638367157781,-1.22362589517449,0.310416720660206,-3.94188139276786,8.08449547593907e-05,0.00597246957285874
"ENSG00000106025",24.4996878015356,-1.74720817620854,0.528043007281476,-3.3088368790332,0.000936844025331926,0.0258358536825494
"ENSG00000122786",18833.8334208965,-1.33269681214064,0.364636277749253,-3.65486621453801,0.000257316124557963,0.0128832937315089
"ENSG00000134590",214.602587682213,-1.08862337555934,0.34086936893001,-3.19366735408504,0.00140477886539769,0.0318863918215544
"ENSG00000065923",1451.87200834781,-1.4077451348952,0.419066426739938,-3.35924102974924,0.000781568667770778,0.0237091154099641
"ENSG00000165169",384.678054903087,-1.02437416765935,0.335238726305575,-3.0556558275598,0.00224568874361516,0.0414474621450612
"ENSG00000198910",63.1373167837587,-3.40368836610541,0.532255128563363,-6.39484371957577,1.60711642617411e-10,3.55195688990566e-07
"ENSG00000010404",115.264506053175,-1.35214924590711,0.415850912273877,-3.25152405825815,0.00114788060419332,0.028505394586637
"ENSG00000102265",672.213280783179,-1.61900748679952,0.518512208878654,-3.12240957701039,0.00179377198106963,0.0364151868542035
"ENSG00000130827",812.08146781528,-1.29108936873814,0.297433736027468,-4.34076304181885,1.41988779801379e-05,0.00203229387598118
"ENSG00000102401",529.431566766107,-1.08329366556603,0.317882485718071,-3.40784319437719,0.000654785103798074,0.0212806070977927
"ENSG00000147100",135.25631397537,-1.20657316041848,0.372559973561201,-3.23860115429247,0.00120117418135026,0.0296385418814511
"ENSG00000102312",57.1142460737981,-1.79472714587406,0.505578713472648,-3.5498471317091,0.00038545490857137,0.0159448473008226
"ENSG00000182220",569.516870928166,-1.09465856389637,0.320505946911669,-3.4154079649513,0.000636865473693073,0.0208307521004345
"ENSG00000173281",251.793644115488,-1.49485191010914,0.321126731399731,-4.65502172177743,3.23946552830235e-06,0.000705884101244587
"ENSG00000176907",116.402558829297,-1.5369534942637,0.345327855872045,-4.45070812599952,8.55876008350429e-06,0.00142379115324618
"ENSG00000178719",233.184468455004,-1.20815815089023,0.303035172278828,-3.98685783503237,6.6954116556858e-05,0.00545182703816395
"ENSG00000185189",166.54731884206,-1.05391827931361,0.246660926000466,-4.27274111227336,1.93084588247591e-05,0.00240904166514394
"ENSG00000173530",964.401850790198,-2.09682252496769,0.494248045711414,-4.2424498046311,2.21093001947495e-05,0.00267099530928066
